% Data generated on Wed Nov 18 22:18:18 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE y5 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE y6 NUMERIC
@ATTRIBUTE z6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE y7 NUMERIC
@ATTRIBUTE z7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE y8 NUMERIC
@ATTRIBUTE z8 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
-0.25,-0.40,-1.37,0.56,0.01,-0.02,0.50,-0.21,0.07,-0.17,0.10,0.08,-0.08,0.07,-0.08,-0.22,-0.36,-0.29,0.01,-2.09,-1.27,1.90,-4.47,-2.80,NOT_EX
-0.08,0.07,-0.08,-0.22,-0.36,-0.29,0.01,-2.09,-1.27,1.90,-4.47,-2.80,2.15,0.63,-1.08,-0.29,2.10,2.88,-0.61,2.04,2.22,0.03,1.01,2.26,NOT_EX
2.15,0.63,-1.08,-0.29,2.10,2.88,-0.61,2.04,2.22,0.03,1.01,2.26,-0.27,-0.72,1.41,1.12,0.46,-0.11,0.22,-0.14,-0.10,0.05,0.04,-0.02,NOT_EX
-0.27,-0.72,1.41,1.12,0.46,-0.11,0.22,-0.14,-0.10,0.05,0.04,-0.02,0.03,0.01,-0.08,0.04,-0.06,-0.10,0.02,-0.64,-0.37,0.19,-2.03,-1.25,NOT_EX
0.03,0.01,-0.08,0.04,-0.06,-0.10,0.02,-0.64,-0.37,0.19,-2.03,-1.25,-0.20,-3.48,-3.19,0.60,-0.63,1.40,-0.42,2.79,2.31,-0.75,2.99,1.06,NOT_EX
-0.20,-3.48,-3.19,0.60,-0.63,1.40,-0.42,2.79,2.31,-0.75,2.99,1.06,0.25,1.75,0.05,0.14,-0.18,-0.67,4.39,-1.30,-0.40,0.39,-0.11,0.01,NOT_EX
0.25,1.75,0.05,0.14,-0.18,-0.67,4.39,-1.30,-0.40,0.39,-0.11,0.01,-0.28,0.07,-0.00,-0.22,-0.17,-0.27,-0.09,-0.74,-0.43,-0.09,-1.77,-1.12,NOT_EX
-0.28,0.07,-0.00,-0.22,-0.17,-0.27,-0.09,-0.74,-0.43,-0.09,-1.77,-1.12,-1.33,-4.05,-3.40,0.23,0.96,-1.25,-0.44,1.96,2.43,-1.33,2.20,1.24,NOT_EX
-1.33,-4.05,-3.40,0.23,0.96,-1.25,-0.44,1.96,2.43,-1.33,2.20,1.24,-0.15,0.59,1.46,1.28,-0.11,-1.65,-0.14,-1.25,-0.39,-0.67,0.37,0.01,NOT_EX
-0.15,0.59,1.46,1.28,-0.11,-1.65,-0.14,-1.25,-0.39,-0.67,0.37,0.01,-0.11,0.07,0.03,-0.09,0.09,-0.11,-0.33,-0.37,-0.18,-0.03,-1.67,-0.81,NOT_EX
-0.11,0.07,0.03,-0.09,0.09,-0.11,-0.33,-0.37,-0.18,-0.03,-1.67,-0.81,2.45,-4.89,-2.85,2.40,1.16,-0.87,1.01,0.98,3.52,1.19,-0.01,2.90,NOT_EX
2.45,-4.89,-2.85,2.40,1.16,-0.87,1.01,0.98,3.52,1.19,-0.01,2.90,1.02,-1.33,4.97,1.53,-1.80,5.02,5.01,-4.19,-2.46,1.31,-0.05,0.83,NOT_EX
1.02,-1.33,4.97,1.53,-1.80,5.02,5.01,-4.19,-2.46,1.31,-0.05,0.83,-0.83,0.63,0.04,0.33,-0.13,0.04,0.11,-0.03,0.05,0.11,-0.00,-0.15,NOT_EX
-0.83,0.63,0.04,0.33,-0.13,0.04,0.11,-0.03,0.05,0.11,-0.00,-0.15,-0.08,-0.15,0.04,-0.13,-0.10,0.05,0.08,-0.07,0.03,-0.01,0.03,-0.05,NOT_EX
