% Data generated on Wed Nov 18 22:18:23 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE y5 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE y6 NUMERIC
@ATTRIBUTE z6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE y7 NUMERIC
@ATTRIBUTE z7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE y8 NUMERIC
@ATTRIBUTE z8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE y9 NUMERIC
@ATTRIBUTE z9 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
-1.48,0.25,0.18,-3.39,-0.44,3.42,-0.96,-1.39,1.24,0.24,-1.16,-0.68,0.30,-2.85,-0.03,-0.64,-1.70,1.80,-0.48,1.19,-1.20,0.72,0.32,-3.77,0.36,0.16,-1.80,EX_TROU
-1.95,-0.37,2.03,-0.76,-1.40,1.49,-0.98,-1.81,0.41,1.21,-0.91,-0.39,-1.74,-4.55,-2.03,1.88,0.58,-1.61,-0.71,0.80,-2.10,1.89,2.02,-4.17,-0.10,1.20,0.58,EX_TROU
0.03,-0.75,1.38,0.20,-0.29,1.67,0.38,-0.57,3.37,0.59,1.23,-0.07,-0.45,3.04,0.84,1.48,0.99,-0.85,1.77,0.86,-1.61,1.24,0.34,-1.19,1.16,-0.50,-0.99,EX_PEAK
-0.22,-2.36,0.96,0.19,-0.18,1.10,-0.15,2.29,2.70,0.32,0.64,1.64,1.53,2.12,-1.49,1.14,1.70,-0.64,0.78,0.81,-0.97,1.81,0.05,-1.94,2.09,-2.89,-1.35,EX_PEAK
-0.22,-2.84,0.53,0.59,-0.53,1.88,-1.18,-0.06,2.29,0.33,1.42,1.60,1.26,2.80,-0.44,1.61,1.25,-1.50,1.80,1.07,-0.58,2.02,0.29,-3.18,2.81,-2.52,-1.64,EX_PEAK
1.31,1.17,1.11,-0.01,-1.13,2.15,-1.29,0.38,1.52,2.59,3.52,0.21,2.94,2.29,-0.94,-0.23,0.53,-0.70,1.11,0.65,-1.15,1.49,0.52,-1.33,2.30,-0.78,-1.02,EX_PEAK
-1.38,-2.28,1.97,1.33,-2.23,1.10,-0.36,-0.80,2.83,0.24,0.19,1.16,2.68,3.91,1.42,0.82,1.69,-0.19,0.09,2.20,0.38,0.90,0.85,-2.32,1.26,0.89,-2.04,EX_PEAK
-2.34,-3.53,2.57,0.70,-0.14,1.24,0.27,-0.50,2.28,-0.31,1.85,2.04,1.06,2.02,0.79,2.58,1.90,-0.70,0.85,0.98,-0.94,1.14,0.41,-1.27,2.53,-0.53,-2.18,EX_PEAK
0.57,-3.88,0.32,-1.62,-2.35,2.95,-0.11,1.51,0.43,-0.58,-0.03,3.17,1.98,2.59,1.85,1.18,3.04,-0.77,0.92,1.49,-0.38,1.80,0.37,-1.67,2.76,-0.80,-1.48,EX_PEAK
-0.43,-4.41,1.09,0.91,-4.57,0.69,-0.68,0.73,1.79,-1.03,2.25,2.88,-1.43,3.82,0.74,2.50,3.05,-1.06,-0.73,1.95,-2.08,1.79,0.59,-1.95,1.90,-0.35,-1.55,EX_PEAK
0.87,-3.17,2.49,-0.90,-1.20,0.29,0.95,0.00,1.17,-1.76,2.60,2.94,2.15,3.27,0.20,1.04,2.80,-1.75,0.45,2.19,-2.26,1.26,0.01,-1.07,1.44,-0.29,-0.80,EX_PEAK
-1.41,-2.34,3.46,1.14,-2.10,1.90,-0.11,-0.50,2.80,1.45,1.78,0.11,1.77,4.29,-0.36,1.30,1.54,-1.80,2.12,0.31,-3.10,1.23,-0.27,-0.98,1.41,-2.92,-0.61,EX_PEAK
1.77,0.86,-1.61,1.24,0.34,-1.19,1.16,-0.50,-0.99,-0.08,-1.24,-0.15,0.58,-2.93,0.14,-0.22,-2.36,0.96,0.19,-0.18,1.10,-0.15,2.29,2.70,0.32,0.64,1.64,EX_TROU
1.14,1.70,-0.64,0.78,0.81,-0.97,1.81,0.05,-1.94,2.09,-2.89,-1.35,1.40,-3.76,1.03,-0.67,-0.79,0.85,-0.22,-2.84,0.53,0.59,-0.53,1.88,-1.18,-0.06,2.29,EX_TROU
1.61,1.25,-1.50,1.80,1.07,-0.58,2.02,0.29,-3.18,2.81,-2.52,-1.64,-0.08,-3.46,1.06,-1.25,-4.33,2.71,1.31,1.17,1.11,-0.01,-1.13,2.15,-1.29,0.38,1.52,EX_TROU
-0.23,0.53,-0.70,1.11,0.65,-1.15,1.49,0.52,-1.33,2.30,-0.78,-1.02,1.69,-4.80,0.05,-1.38,-2.28,1.97,1.33,-2.23,1.10,-0.36,-0.80,2.83,0.24,0.19,1.16,EX_TROU
0.09,2.20,0.38,0.90,0.85,-2.32,1.26,0.89,-2.04,2.24,-0.95,-1.04,1.43,-4.01,0.01,-2.34,-3.53,2.57,0.70,-0.14,1.24,0.27,-0.50,2.28,-0.31,1.85,2.04,EX_TROU
0.85,0.98,-0.94,1.14,0.41,-1.27,2.53,-0.53,-2.18,2.46,-1.14,-1.15,0.57,-3.88,0.32,-1.62,-2.35,2.95,-0.11,1.51,0.43,-0.58,-0.03,3.17,1.98,2.59,1.85,EX_TROU
2.76,-0.80,-1.48,0.95,-1.33,0.03,0.22,-1.42,-0.02,-0.43,-4.41,1.09,0.91,-4.57,0.69,-0.68,0.73,1.79,-1.03,2.25,2.88,-1.43,3.82,0.74,2.50,3.05,-1.06,EX_TROU
1.79,0.59,-1.95,1.90,-0.35,-1.55,0.85,-0.94,-0.04,0.86,-1.56,-0.08,0.87,-3.17,2.49,-0.90,-1.20,0.29,0.95,0.00,1.17,-1.76,2.60,2.94,2.15,3.27,0.20,EX_TROU
1.26,0.01,-1.07,1.44,-0.29,-0.80,1.51,-1.64,-1.38,-0.21,-1.38,1.08,-1.41,-2.34,3.46,1.14,-2.10,1.90,-0.11,-0.50,2.80,1.45,1.78,0.11,1.77,4.29,-0.36,EX_TROU
-1.65,2.40,0.76,-0.46,2.67,1.41,-0.46,2.28,1.57,1.22,0.18,2.59,1.07,-0.58,1.28,-1.06,-3.72,-1.14,0.37,-0.20,-0.16,0.43,0.00,-0.22,0.12,-0.17,-0.15,NOT_EX
1.07,-0.58,1.28,-1.06,-3.72,-1.14,0.37,-0.20,-0.16,0.43,0.00,-0.22,0.12,-0.17,-0.15,-0.37,-0.42,-0.13,-0.06,-1.93,-0.64,2.17,-5.84,-2.28,2.30,-0.24,-2.76,NOT_EX
-0.37,-0.42,-0.13,-0.06,-1.93,-0.64,2.17,-5.84,-2.28,2.30,-0.24,-2.76,-0.60,2.36,2.16,-1.17,4.20,2.76,-0.45,1.15,3.86,-0.37,-6.33,1.34,0.49,-0.01,0.29,NOT_EX
-1.17,4.20,2.76,-0.45,1.15,3.86,-0.37,-6.33,1.34,0.49,-0.01,0.29,1.23,-0.47,-0.26,-0.25,-0.04,-0.13,-0.33,-0.35,-0.11,-0.27,-0.93,-0.17,0.14,-2.27,-0.92,NOT_EX
1.23,-0.47,-0.26,-0.25,-0.04,-0.13,-0.33,-0.35,-0.11,-0.27,-0.93,-0.17,0.14,-2.27,-0.92,-3.07,-2.99,-2.70,1.27,0.10,-1.61,0.27,2.63,3.76,-1.64,3.11,0.94,NOT_EX
-3.07,-2.99,-2.70,1.27,0.10,-1.61,0.27,2.63,3.76,-1.64,3.11,0.94,-1.72,2.18,0.81,0.33,0.08,-1.59,3.63,-0.77,0.60,1.73,-0.56,0.03,-0.56,0.31,0.11,NOT_EX
-1.72,2.18,0.81,0.33,0.08,-1.59,3.63,-0.77,0.60,1.73,-0.56,0.03,-0.56,0.31,0.11,-0.04,0.08,-0.14,-0.11,-0.51,-0.31,-0.50,-1.45,-0.31,0.11,-6.87,-2.64,NOT_EX
-0.04,0.08,-0.14,-0.11,-0.51,-0.31,-0.50,-1.45,-0.31,0.11,-6.87,-2.64,-5.34,-1.41,-2.58,-1.81,3.19,2.31,-2.13,4.20,1.87,1.59,0.86,3.39,0.69,0.06,-0.13,NOT_EX
-5.34,-1.41,-2.58,-1.81,3.19,2.31,-2.13,4.20,1.87,1.59,0.86,3.39,0.69,0.06,-0.13,0.22,1.16,0.14,0.01,-0.03,-0.01,-0.10,0.04,-0.06,-0.05,-0.02,-0.19,NOT_EX
0.22,1.16,0.14,0.01,-0.03,-0.01,-0.10,0.04,-0.06,-0.05,-0.02,-0.19,-0.20,-0.36,-0.18,0.06,-2.70,-1.32,-2.07,-0.68,-1.82,-1.39,2.58,3.96,0.98,0.92,4.60,NOT_EX
-0.20,-0.36,-0.18,0.06,-2.70,-1.32,-2.07,-0.68,-1.82,-1.39,2.58,3.96,0.98,0.92,4.60,1.93,-0.52,4.97,3.56,-3.54,5.21,-1.96,0.59,-0.47,-0.79,0.37,0.34,NOT_EX
1.93,-0.52,4.97,3.56,-3.54,5.21,-1.96,0.59,-0.47,-0.79,0.37,0.34,0.14,0.02,-0.12,0.18,-0.03,-0.04,0.14,-0.04,-0.00,-0.16,0.00,-0.04,0.01,-0.22,-0.18,NOT_EX
0.14,0.02,-0.12,0.18,-0.03,-0.04,0.14,-0.04,-0.00,-0.16,0.00,-0.04,0.01,-0.22,-0.18,-0.09,-1.13,-0.47,5.77,-3.20,-0.53,0.98,-2.95,2.35,2.40,0.54,3.26,NOT_EX
-0.09,-1.13,-0.47,5.77,-3.20,-0.53,0.98,-2.95,2.35,2.40,0.54,3.26,1.06,0.96,4.10,-1.45,0.93,1.60,0.43,-0.04,0.98,2.12,0.50,-0.46,2.12,-0.60,0.01,NOT_EX
1.06,0.96,4.10,-1.45,0.93,1.60,0.43,-0.04,0.98,2.12,0.50,-0.46,2.12,-0.60,0.01,0.15,-0.05,0.11,0.42,-0.18,0.12,-0.20,-0.02,-0.03,-0.23,-0.51,-0.28,NOT_EX
2.12,-0.60,0.01,0.15,-0.05,0.11,0.42,-0.18,0.12,-0.20,-0.02,-0.03,-0.23,-0.51,-0.28,-0.37,-0.84,-0.38,0.27,-6.20,-2.64,3.08,0.78,-2.60,0.12,2.66,3.64,NOT_EX
-0.37,-0.84,-0.38,0.27,-6.20,-2.64,3.08,0.78,-2.60,0.12,2.66,3.64,-1.56,3.01,3.22,0.34,0.62,3.96,0.06,0.36,0.13,2.07,-1.68,-0.58,0.36,0.00,-0.18,NOT_EX
-1.56,3.01,3.22,0.34,0.62,3.96,0.06,0.36,0.13,2.07,-1.68,-0.58,0.36,0.00,-0.18,0.34,0.03,-0.23,-0.05,-0.24,-0.12,-0.26,-0.55,-0.28,-0.05,-1.63,-0.63,NOT_EX
0.34,0.03,-0.23,-0.05,-0.24,-0.12,-0.26,-0.55,-0.28,-0.05,-1.63,-0.63,2.76,-6.10,-3.84,-0.52,1.23,2.19,-0.52,2.21,3.47,-1.21,2.47,2.19,-0.27,1.67,0.70,NOT_EX
-0.52,1.23,2.19,-0.52,2.21,3.47,-1.21,2.47,2.19,-0.27,1.67,0.70,1.51,0.22,-1.24,-1.11,0.15,-0.25,-0.55,0.50,0.01,-0.08,0.05,0.02,-0.09,-0.03,-0.12,NOT_EX
1.51,0.22,-1.24,-1.11,0.15,-0.25,-0.55,0.50,0.01,-0.08,0.05,0.02,-0.09,-0.03,-0.12,-0.27,-0.56,-0.24,-0.22,-1.51,-0.45,0.48,-5.70,-2.97,1.81,1.31,-2.15,NOT_EX
-0.09,-0.03,-0.12,-0.27,-0.56,-0.24,-0.22,-1.51,-0.45,0.48,-5.70,-2.97,1.81,1.31,-2.15,0.44,0.97,-0.84,-1.97,3.86,1.28,-1.77,2.47,1.91,0.90,0.36,-0.16,NOT_EX
0.44,0.97,-0.84,-1.97,3.86,1.28,-1.77,2.47,1.91,0.90,0.36,-0.16,2.53,-3.23,1.10,-0.06,0.31,-0.11,-0.22,-0.01,0.01,-0.11,-0.13,-0.21,-0.18,-0.41,-0.25,NOT_EX
2.53,-3.23,1.10,-0.06,0.31,-0.11,-0.22,-0.01,0.01,-0.11,-0.13,-0.21,-0.18,-0.41,-0.25,-0.34,-0.71,-0.02,-0.42,-2.01,-1.04,-2.47,-2.99,-1.65,-0.85,3.12,-0.17,NOT_EX
-0.34,-0.71,-0.02,-0.42,-2.01,-1.04,-2.47,-2.99,-1.65,-0.85,3.12,-0.17,-0.54,3.46,3.75,-0.87,1.55,4.82,1.46,-2.06,4.51,1.72,-0.84,0.04,-0.51,0.59,-0.20,NOT_EX
-0.54,3.46,3.75,-0.87,1.55,4.82,1.46,-2.06,4.51,1.72,-0.84,0.04,-0.51,0.59,-0.20,-0.23,0.13,-0.15,0.31,-0.21,-0.14,0.18,0.04,-0.20,0.04,-0.32,-0.03,NOT_EX
-0.23,0.13,-0.15,0.31,-0.21,-0.14,0.18,0.04,-0.20,0.04,-0.32,-0.03,-0.38,-1.47,-0.28,7.49,-1.67,-2.27,3.41,-1.55,3.52,3.33,-0.25,4.10,1.91,0.21,4.67,NOT_EX
7.49,-1.67,-2.27,3.41,-1.55,3.52,3.33,-0.25,4.10,1.91,0.21,4.67,0.76,1.31,4.18,0.79,0.25,1.98,1.44,0.04,-0.50,2.63,-1.82,0.09,0.45,-0.06,-0.21,NOT_EX
0.76,1.31,4.18,0.79,0.25,1.98,1.44,0.04,-0.50,2.63,-1.82,0.09,0.45,-0.06,-0.21,0.12,-0.02,-0.02,-0.02,0.06,-0.06,0.24,-0.28,-0.28,-0.60,-1.81,-0.83,NOT_EX
0.12,-0.02,-0.02,-0.02,0.06,-0.06,0.24,-0.28,-0.28,-0.60,-1.81,-0.83,2.03,-5.66,-4.14,1.00,3.06,-1.11,-2.02,2.31,3.80,0.53,1.81,3.20,-0.67,1.87,2.60,NOT_EX
2.03,-5.66,-4.14,1.00,3.06,-1.11,-2.02,2.31,3.80,0.53,1.81,3.20,-0.67,1.87,2.60,-1.57,0.75,0.64,-0.58,-5.14,-4.54,1.35,-1.30,-0.33,0.65,-0.13,-0.19,NOT_EX
-0.67,1.87,2.60,-1.57,0.75,0.64,-0.58,-5.14,-4.54,1.35,-1.30,-0.33,0.65,-0.13,-0.19,0.26,0.09,-0.23,0.14,-0.17,-0.12,-0.45,-0.75,-0.20,-0.61,-2.00,-1.03,NOT_EX
0.26,0.09,-0.23,0.14,-0.17,-0.12,-0.45,-0.75,-0.20,-0.61,-2.00,-1.03,2.34,-5.22,-2.34,1.79,0.80,-1.80,-0.06,1.82,3.25,-1.41,2.94,2.66,-0.42,1.45,1.47,NOT_EX
1.79,0.80,-1.80,-0.06,1.82,3.25,-1.41,2.94,2.66,-0.42,1.45,1.47,-0.22,1.25,1.26,9.34,-2.41,-1.81,0.14,0.53,-0.17,-0.37,0.35,-0.03,-0.10,0.01,-0.09,NOT_EX
-0.22,1.25,1.26,9.34,-2.41,-1.81,0.14,0.53,-0.17,-0.37,0.35,-0.03,-0.10,0.01,-0.09,-0.12,-0.29,-0.40,-0.36,-1.23,-0.37,-0.46,-3.28,-2.13,1.46,1.36,-2.75,NOT_EX
-0.10,0.01,-0.09,-0.12,-0.29,-0.40,-0.36,-1.23,-0.37,-0.46,-3.28,-2.13,1.46,1.36,-2.75,1.95,1.04,-3.27,-2.29,2.96,2.32,-0.59,1.86,2.37,0.46,-0.91,1.35,NOT_EX
1.95,1.04,-3.27,-2.29,2.96,2.32,-0.59,1.86,2.37,0.46,-0.91,1.35,-1.98,-3.58,-5.68,-0.72,1.40,0.31,-0.08,0.10,-0.06,-0.21,0.02,-0.04,-0.03,-0.11,-0.16,NOT_EX
-1.98,-3.58,-5.68,-0.72,1.40,0.31,-0.08,0.10,-0.06,-0.21,0.02,-0.04,-0.03,-0.11,-0.16,-0.21,-0.44,-0.27,-1.03,-1.56,-1.13,1.55,1.35,-1.02,-1.45,2.35,1.32,NOT_EX
-0.21,-0.44,-0.27,-1.03,-1.56,-1.13,1.55,1.35,-1.02,-1.45,2.35,1.32,2.14,0.55,3.46,1.48,1.33,3.38,1.79,-4.06,5.46,1.84,-0.07,-0.71,1.73,-0.53,-0.23,NOT_EX
2.14,0.55,3.46,1.48,1.33,3.38,1.79,-4.06,5.46,1.84,-0.07,-0.71,1.73,-0.53,-0.23,-1.40,0.89,0.01,0.21,0.03,-0.18,0.76,-0.09,-0.20,0.28,-0.02,-0.13,NOT_EX
-1.40,0.89,0.01,0.21,0.03,-0.18,0.76,-0.09,-0.20,0.28,-0.02,-0.13,0.21,-0.15,-0.07,-0.26,-1.05,-0.13,0.96,-2.42,-1.19,3.18,0.12,4.32,0.86,1.57,2.43,NOT_EX
-0.26,-1.05,-0.13,0.96,-2.42,-1.19,3.18,0.12,4.32,0.86,1.57,2.43,0.72,1.30,3.90,-0.28,1.21,3.30,-0.81,0.36,2.94,0.73,0.15,1.19,-0.25,-0.40,-1.37,NOT_EX
0.72,1.30,3.90,-0.28,1.21,3.30,-0.81,0.36,2.94,0.73,0.15,1.19,-0.25,-0.40,-1.37,0.92,-1.64,0.12,0.54,-0.06,-0.21,-0.07,0.13,0.06,-0.32,0.22,0.03,NOT_EX
0.92,-1.64,0.12,0.54,-0.06,-0.21,-0.07,0.13,0.06,-0.32,0.22,0.03,0.10,-0.12,-0.24,-0.30,-0.80,-0.55,-0.04,-2.17,-1.40,1.90,-4.47,-2.80,2.15,0.63,-1.08,NOT_EX
0.10,-0.12,-0.24,-0.30,-0.80,-0.55,-0.04,-2.17,-1.40,1.90,-4.47,-2.80,2.15,0.63,-1.08,-1.02,2.19,2.42,-0.71,2.12,2.26,-0.42,1.07,2.30,0.32,-0.26,2.46,NOT_EX
2.15,0.63,-1.08,-1.02,2.19,2.42,-0.71,2.12,2.26,-0.42,1.07,2.30,0.32,-0.26,2.46,-0.31,-0.68,1.19,1.29,-0.73,-0.25,0.58,-0.17,-0.02,0.05,0.04,-0.02,NOT_EX
-0.31,-0.68,1.19,1.29,-0.73,-0.25,0.58,-0.17,-0.02,0.05,0.04,-0.02,0.03,0.01,-0.08,0.04,-0.00,-0.08,0.03,-0.30,-0.26,0.15,-1.56,-0.92,-0.54,-3.08,-2.24,NOT_EX
0.04,-0.00,-0.08,0.03,-0.30,-0.26,0.15,-1.56,-0.92,-0.54,-3.08,-2.24,1.33,-4.65,-3.75,-2.01,3.56,2.04,-0.48,2.84,2.28,-0.75,2.99,1.06,0.25,1.75,0.05,NOT_EX
1.33,-4.65,-3.75,-2.01,3.56,2.04,-0.48,2.84,2.28,-0.75,2.99,1.06,0.25,1.75,0.05,0.14,-0.18,-0.67,4.09,-1.16,-0.04,0.62,-0.04,-0.16,-0.22,0.04,0.01,NOT_EX
0.14,-0.18,-0.67,4.09,-1.16,-0.04,0.62,-0.04,-0.16,-0.22,0.04,0.01,-0.21,0.06,-0.11,-0.31,-0.24,-0.30,-0.06,-0.77,-0.42,-0.13,-1.85,-1.16,-1.33,-4.05,-3.40,NOT_EX
-0.21,0.06,-0.11,-0.31,-0.24,-0.30,-0.06,-0.77,-0.42,-0.13,-1.85,-1.16,-1.33,-4.05,-3.40,1.66,1.41,-3.21,-0.91,1.90,2.58,-1.22,2.55,1.67,-1.92,2.44,0.86,NOT_EX
-1.33,-4.05,-3.40,1.66,1.41,-3.21,-0.91,1.90,2.58,-1.22,2.55,1.67,-1.92,2.44,0.86,-0.07,0.50,1.46,1.32,-0.72,-1.70,-0.87,1.91,-0.38,-0.67,0.37,0.01,NOT_EX
-0.07,0.50,1.46,1.32,-0.72,-1.70,-0.87,1.91,-0.38,-0.67,0.37,0.01,-0.11,0.07,0.03,-0.05,0.07,-0.09,-0.05,-0.12,-0.21,-0.27,-1.25,-0.47,-0.29,-2.62,-1.90,NOT_EX
-0.11,0.07,0.03,-0.05,0.07,-0.09,-0.05,-0.12,-0.21,-0.27,-1.25,-0.47,-0.29,-2.62,-1.90,-0.95,3.28,0.01,0.77,1.64,2.57,0.83,1.36,3.39,1.19,-0.17,2.90,NOT_EX
-0.95,3.28,0.01,0.77,1.64,2.57,0.83,1.36,3.39,1.19,-0.17,2.90,1.02,-1.33,4.97,1.53,-1.80,5.02,-0.00,-2.84,2.05,1.43,-0.40,1.00,1.53,-1.41,-0.33,NOT_EX
1.53,-1.80,5.02,-0.00,-2.84,2.05,1.43,-0.40,1.00,1.53,-1.41,-0.33,-0.97,0.80,0.07,0.37,-0.13,0.05,0.15,0.00,-0.03,0.11,-0.00,-0.15,-0.08,-0.15,0.04,NOT_EX
-0.97,0.80,0.07,0.37,-0.13,0.05,0.15,0.00,-0.03,0.11,-0.00,-0.15,-0.08,-0.15,0.04,-0.13,-0.10,0.05,0.24,-0.19,-0.06,-0.19,0.08,0.01,-0.02,-0.00,-0.04,NOT_EX
